"run_id","status","exit_code","duration_sec","rendered_dir","timestamp","error"
"subset50_g25pro_urlindexed_20260213_173728","ok","0","2.06","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_g25pro_urlindexed_20260213_173728\rendered","2026-02-18T02:26:24","2026-02-18 02:26:22 INFO dataset: Stage4 HTTP server started on port 56229 | 2026-02-18 02:26:23 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_g25pro_urlindexed_20260213_173728\rendered"
"subset50_g3flash_20260207_121329","ok","0","2.06","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_g3flash_20260207_121329\rendered","2026-02-18T02:26:26","2026-02-18 02:26:24 INFO dataset: Stage4 HTTP server started on port 56232 | 2026-02-18 02:26:25 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_g3flash_20260207_121329\rendered"
"subset50_g3pro_20260207_121329","ok","0","2.07","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_g3pro_20260207_121329\rendered","2026-02-18T02:26:28","2026-02-18 02:26:26 INFO dataset: Stage4 HTTP server started on port 56235 | 2026-02-18 02:26:27 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_g3pro_20260207_121329\rendered"
"subset50_g3pro_resp_g3pro_s3_20260217_211032","ok","0","2.08","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_g3pro_resp_g3pro_s3_20260217_211032\rendered","2026-02-18T02:26:30","2026-02-18 02:26:28 INFO dataset: Stage4 HTTP server started on port 56238 | 2026-02-18 02:26:29 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_g3pro_resp_g3pro_s3_20260217_211032\rendered"
"subset50_g3pro_urlreal_20260214_005342","ok","0","2.08","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_g3pro_urlreal_20260214_005342\rendered","2026-02-18T02:26:32","2026-02-18 02:26:30 INFO dataset: Stage4 HTTP server started on port 56242 | 2026-02-18 02:26:31 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_g3pro_urlreal_20260214_005342\rendered"
"subset50_g4omini_20260207_121329","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_g4omini_20260207_121329\rendered","2026-02-18T02:26:32",""
"subset50_gauss_20260207_121329","ok","0","2.06","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_gauss_20260207_121329\rendered","2026-02-18T02:26:34","2026-02-18 02:26:32 INFO dataset: Stage4 HTTP server started on port 56245 | 2026-02-18 02:26:33 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_gauss_20260207_121329\rendered"
"subset50_gemma327b_20260207_121329","ok","0","2.06","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_gemma327b_20260207_121329\rendered","2026-02-18T02:26:36","2026-02-18 02:26:34 INFO dataset: Stage4 HTTP server started on port 50123 | 2026-02-18 02:26:36 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_gemma327b_20260207_121329\rendered"
"subset50_gpt5mini_20260207_121329","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_gpt5mini_20260207_121329\rendered","2026-02-18T02:26:36",""
"subset50_manifest_20260207_121329","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_manifest_20260207_121329\rendered","2026-02-18T02:26:36",""
"subset50_perplexity_gpt5_20260207_121329","ok","0","33.36","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_perplexity_gpt5_20260207_121329\rendered","2026-02-18T02:27:09","2026-02-18 02:26:37 INFO dataset: Stage4 HTTP server started on port 50126 | 2026-02-18 02:26:53 ERROR dataset: Stage4 render error ui_id=u_000562_01: render_error: Page.wait_for_function: Timeout 15000ms exceeded.; console: error: Failed to load GenUICraft Lit renderer Error: Invalid data; expected Column |     at A2uiMessageProcessor.buildNodeRecursive (http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:431:27) |     at http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:560:60 |     at Array.map (<anonymous>) |     at A2uiMessageProcessor.resolvePropertyValue (http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:560:43) |     at A2uiMessageProcessor.buildNodeRecursive (http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:362:48) |     at A2uiMessageProcessor.resolvePropertyValue (http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:554:25) |     at A2uiMessageProcessor.buildNodeRecursive (http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:362:48) |     at http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:560:60 |     at Array.map (<anonymous>) |     at A2uiMessageProcessor.resolvePropertyValue (http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/data/model-processor.js:560:43); requestfailed: http://127.0.0.1:50126/renderer/lit/vendor/a2ui/index.js?_v=20260217.2 net::ERR_ABORTED; requestfailed: http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/index.js?_v=20260217.2 net::ERR_ABORTED; requestfailed: http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/core.js?_v=20260217.2 net::ERR_ABORTED; requestfailed: http://127.0.0.1:50126/renderer/lit/vendor/a2ui/0.8/ui/ui.js?_v=20260217.2 net::ERR_ABORTED | 202"
"subset50_perplexity_s2_g3pro_s3_20260217_211032","ok","0","3.09","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_perplexity_s2_g3pro_s3_20260217_211032\rendered","2026-02-18T02:27:13","2026-02-18 02:27:10 INFO dataset: Stage4 HTTP server started on port 63790 | 2026-02-18 02:27:11 INFO dataset: Stage4 complete. Rendered outputs stored at C:\Users\anupk\Documents\git\A2UI\dataset\data\runs\subset50_perplexity_s2_g3pro_s3_20260217_211032\rendered"
"subset50_rankings_report_20260209_223414","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_rankings_report_20260209_223414\rendered","2026-02-18T02:27:13",""
"subset50_rankings_report_20260210_011941","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_rankings_report_20260210_011941\rendered","2026-02-18T02:27:13",""
"subset50_shared_assets","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\subset50_shared_assets\rendered","2026-02-18T02:27:13",""
"test_sample_1000","skipped_no_genui","","0","C:\Users\anupk\Documents\workspace\A2UI\dataset\data\runs\test_sample_1000\rendered","2026-02-18T02:27:13",""
